utc,lat,lon,dep
2013-10-07T03:45:27.220000Z,61.5448,-141.2297,19.5
2013-10-07T03:45:26.320000Z,61.5383,-141.2733,2.34
2013-10-07T04:20:15.610000Z,62.0077,-141.0853,14.6
2013-10-07T09:23:32.190000Z,61.9491,-141.0723,3.22
2013-10-07T10:38:43.330000Z,60.7922,-138.6227,8.17
2013-10-07T21:52:47.470000Z,61.626,-141.2195,6.79
2013-10-08T00:02:52.430000Z,61.5457,-140.9812,14.82
2013-10-08T00:14:23.310000Z,61.5858,-141.0135,14.72
2013-10-08T02:23:40.250000Z,61.5662,-141.0521,14.94
2013-10-08T03:15:26.980000Z,60.4561,-141.4393,36.49
2013-10-08T05:00:42.280000Z,60.351,-141.2406,12.21
2013-10-08T05:00:41.240000Z,60.3675,-141.151,8.17
2013-10-08T05:54:33.110000Z,60.2576,-141.6007,17.07
2013-10-08T08:36:52.880000Z,60.3492,-141.2256,12.63
2013-10-08T08:36:53.220000Z,60.4129,-141.2545,26.44
2013-10-08T08:45:44.460000Z,60.3409,-142.9764,16.44
2013-10-08T11:17:29.870000Z,59.7334,-141.3009,26.1
2013-10-08T12:25:08.520000Z,60.2815,-142.8826,16.56
2013-10-08T13:19:26.300000Z,60.1872,-140.8657,12.25
2013-10-08T13:19:25.390000Z,60.2027,-140.8529,4.18
2013-10-08T14:36:36.610000Z,61.2094,-140.5819,15.02
2013-10-09T09:57:48.420000Z,60.5593,-142.7103,23.05
2013-10-09T21:07:00.850000Z,60.9892,-143.8123,15.16
2013-10-09T21:55:34.490000Z,60.2361,-141.6588,13.97
2013-10-09T21:55:34.140000Z,60.2524,-141.4977,18.53
2013-10-09T22:47:36.650000Z,60.2439,-141.6559,16.2
2013-10-10T08:43:42.550000Z,61.5774,-141.0172,14.88
2013-10-10T08:43:41.670000Z,61.6146,-141.1985,6.6
2013-10-10T11:06:28.060000Z,61.6021,-140.9863,14.21
2013-10-10T11:19:57.680000Z,59.8416,-142.054,32.26
2013-10-10T12:11:27.010000Z,61.3145,-141.7983,26.13
2013-10-10T12:55:12.500000Z,61.4609,-141.0518,14.24
2013-10-10T15:22:31.970000Z,60.2649,-142.5953,9.66
2013-10-10T15:22:32.380000Z,60.2753,-142.5732,27.51
2013-10-10T16:21:18.920000Z,61.4168,-140.025,10.86
2013-10-10T16:21:18.210000Z,61.3833,-140.0474,9.43
2013-10-10T16:21:29.810000Z,61.2109,-141.3416,15.0
2013-10-10T23:18:26.940000Z,61.1112,-143.6944,49.93
2013-10-11T00:13:02.120000Z,60.6404,-141.5694,3.71
2013-10-11T00:13:39.030000Z,60.4178,-143.2074,14.83
2013-10-11T00:26:05.700000Z,60.0817,-141.5784,22.46
2013-10-11T08:09:58.610000Z,59.9396,-141.3771,15.09
2013-10-11T10:57:35.850000Z,61.5829,-141.0187,15.74
2013-10-11T18:12:30.560000Z,60.1015,-140.9758,14.28
2013-10-12T05:58:52.370000Z,60.4484,-143.795,13.72
2013-10-12T08:00:29.700000Z,59.8799,-141.6808,26.88
2013-10-12T10:36:35.130000Z,60.5209,-142.3963,0.12
2013-10-12T13:58:01.450000Z,60.3478,-142.0412,3.41
2013-10-12T21:28:51.940000Z,60.106,-140.4476,10.08
2013-10-13T04:42:17.520000Z,61.4848,-141.3637,8.99
2013-10-13T08:27:17.760000Z,61.2919,-142.4593,24.17
2013-10-13T20:01:56.390000Z,60.1187,-141.7295,16.49
2013-10-13T22:53:04.270000Z,60.4409,-141.5018,12.26
2013-10-14T05:41:24.950000Z,60.4636,-140.9392,0.05
2013-10-14T05:41:28.750000Z,60.5977,-141.3682,15.0
2013-10-14T09:46:03.570000Z,60.2011,-141.6497,13.86
2013-10-14T09:56:29.130000Z,60.1988,-141.6481,15.75
2013-10-14T19:21:45.280000Z,60.6572,-142.8101,15.24
2013-10-14T19:47:18.780000Z,60.6556,-142.8062,14.42
2013-10-14T21:37:10.400000Z,60.6855,-142.9925,21.38
2013-10-14T21:37:09.450000Z,60.7315,-143.0602,11.21
2013-10-14T21:51:27.020000Z,60.0863,-140.7858,12.62
2013-10-14T22:58:50.930000Z,60.4637,-140.9336,0.05
2013-10-14T22:58:51.430000Z,60.5428,-140.9865,7.7
2013-10-15T10:59:13.870000Z,61.3006,-140.6196,15.43
2013-10-15T11:54:06.330000Z,60.5267,-141.8419,5.17
2013-10-15T11:54:06.890000Z,60.5699,-142.0734,17.98
2013-10-15T12:13:25.630000Z,60.4234,-143.0716,7.87
2013-10-15T13:32:13.030000Z,60.4584,-143.3406,14.95
2013-10-15T15:04:50.750000Z,62.065,-141.2043,19.53
2013-10-15T23:02:16.300000Z,61.312,-140.5654,15.03
2013-10-16T02:13:28.340000Z,60.2004,-141.6527,14.25
2013-10-16T02:13:27.930000Z,60.2282,-141.4592,22.19
2013-10-16T04:42:56.720000Z,60.4583,-143.4039,3.7
2013-10-16T09:51:20.270000Z,60.0996,-140.9413,15.45
2013-10-16T10:31:24.130000Z,61.6461,-141.1537,0.41
2013-10-16T13:50:45.820000Z,60.9764,-140.9223,70.97
2013-10-16T13:51:30.980000Z,59.8801,-141.5976,0.6
2013-10-16T14:45:31.050000Z,61.5856,-141.0071,14.97
2013-10-16T14:47:57.230000Z,60.3509,-141.2132,17.42
2013-10-16T14:47:56.610000Z,60.3813,-141.2189,8.39
2013-10-16T15:51:17.470000Z,61.5407,-140.6698,0.0
2013-10-16T15:51:30.530000Z,61.0672,-141.8293,3.04
2013-10-16T16:40:49.050000Z,61.5499,-140.5431,10.96
2013-10-16T16:40:47.950000Z,61.5794,-140.6723,5.85
2013-10-16T18:29:30.870000Z,60.2251,-140.5908,15.02
2013-10-16T20:10:35.380000Z,60.3483,-141.8892,15.38
2013-10-16T21:59:58.720000Z,60.2079,-141.6519,12.17
2013-10-16T23:10:52.600000Z,60.5995,-143.0386,15.54
2013-10-16T23:48:18.490000Z,60.6935,-143.0442,20.97
2013-10-16T23:48:17.780000Z,60.7289,-143.0449,11.24
2013-10-17T00:07:50.150000Z,60.6346,-142.985,10.94
2013-10-17T01:09:14.130000Z,60.625,-142.8732,0.02
2013-10-17T04:31:54.850000Z,60.4694,-142.9059,12.12
2013-10-17T06:13:01.700000Z,60.4994,-143.0119,15.28
2013-10-17T07:23:56.900000Z,61.5622,-140.8533,21.48
2013-10-17T07:46:22.890000Z,61.5826,-140.6904,6.34
2013-10-17T08:53:52.230000Z,61.5313,-140.6984,0.0
2013-10-17T14:26:59.880000Z,61.5649,-140.7216,6.79
2013-10-17T14:52:14.960000Z,61.5009,-141.6238,15.14
2013-10-17T17:07:02.800000Z,60.697,-142.6002,7.91
2013-10-17T18:33:24.950000Z,61.5689,-140.8029,8.14
2013-10-17T20:42:00.300000Z,61.4128,-141.4736,15.14
2013-10-18T00:44:31.640000Z,61.6067,-140.6689,4.6
2013-10-18T04:31:53.790000Z,61.6393,-142.817,65.9
2013-10-18T07:50:12.000000Z,61.5245,-141.6535,15.25
2013-10-19T01:32:05.240000Z,60.5222,-143.2147,12.41
2013-10-19T05:53:29.850000Z,60.5891,-142.7841,24.88
2013-10-20T11:31:02.950000Z,59.9117,-140.8728,15.36
2013-10-20T17:34:08.960000Z,60.7368,-140.5781,31.8
2013-10-21T00:54:48.880000Z,60.3272,-141.9945,9.27
2013-10-21T01:53:47.330000Z,61.2627,-139.1878,23.4
2013-10-21T02:40:55.750000Z,61.5153,-140.5474,13.15
2013-10-21T02:40:55.590000Z,61.5694,-140.7382,7.54
2013-10-21T03:08:15.310000Z,62.1598,-141.4371,15.78
2013-10-21T09:25:14.260000Z,60.1448,-140.7564,2.88
2013-10-21T10:43:34.610000Z,60.6427,-143.0808,14.13
2013-10-21T10:44:31.050000Z,60.8757,-140.0748,17.62
2013-10-21T11:58:25.710000Z,61.8101,-140.2513,8.85
2013-10-21T12:18:35.200000Z,60.9671,-138.4291,12.93
2013-10-21T23:12:31.210000Z,61.598,-140.9871,14.41
2013-10-22T15:03:40.880000Z,60.6727,-137.788,8.25
2013-10-22T15:17:33.570000Z,60.6439,-137.7424,13.45
2013-10-22T16:49:17.130000Z,60.6523,-137.7795,14.43
2013-10-22T20:15:19.480000Z,60.674,-137.7987,1.78
2013-10-22T21:46:46.750000Z,60.6586,-137.7782,11.22
2013-10-23T06:24:16.030000Z,60.6552,-137.7673,10.04
2013-10-23T07:46:43.910000Z,60.2488,-140.9118,35.28
2013-10-23T08:28:28.670000Z,59.7766,-143.0887,32.43
2013-10-23T08:53:31.980000Z,61.2251,-141.9238,11.71
2013-10-23T10:13:03.000000Z,60.6772,-137.7997,1.61
2013-10-23T10:38:28.860000Z,61.5808,-141.1594,17.46
2013-10-23T13:22:07.380000Z,61.4556,-140.3399,16.84
2013-10-23T15:33:27.040000Z,60.6537,-137.7758,14.48
2013-10-23T15:48:15.710000Z,60.6929,-143.2033,12.78
2013-10-23T16:04:29.800000Z,61.4072,-140.11,12.08
2013-10-23T18:51:07.870000Z,62.0373,-140.6421,2.19
2013-10-23T19:28:54.820000Z,62.0423,-140.6757,2.28
2013-10-24T03:04:57.540000Z,60.2112,-142.0926,37.02
2013-10-24T08:27:04.820000Z,61.6018,-140.9972,14.17
2013-10-24T08:27:02.940000Z,61.6676,-141.168,1.68
2013-10-24T09:23:41.080000Z,60.6483,-143.4695,19.38
2013-10-24T09:32:59.630000Z,60.7895,-143.923,18.33
2013-10-24T11:13:56.750000Z,60.1634,-141.5619,14.14
2013-10-24T13:23:59.310000Z,60.2958,-141.8471,8.99
2013-10-24T13:49:48.430000Z,60.2369,-140.7927,7.57
2013-10-24T15:22:31.150000Z,60.6021,-142.6636,20.06
2013-10-24T15:22:30.990000Z,60.6273,-142.6685,15.51
2013-10-24T17:03:12.790000Z,60.5211,-143.2714,4.35
2013-10-24T17:03:13.490000Z,60.5651,-143.1688,11.68
2013-10-24T17:33:29.810000Z,61.255,-140.746,12.61
2013-10-24T17:50:47.670000Z,60.5086,-143.2789,12.28
2013-10-25T08:28:29.880000Z,61.2026,-140.5783,15.45
2013-10-25T09:05:58.090000Z,60.4548,-143.047,11.6
2013-10-25T10:09:47.110000Z,61.3503,-140.1038,7.42
2013-10-25T14:47:08.280000Z,61.4564,-140.6832,14.41
2013-10-25T17:42:10.390000Z,60.5079,-141.7296,14.34
2013-10-25T17:51:44.660000Z,60.0777,-140.5883,17.08
2013-10-25T22:42:18.890000Z,61.4533,-140.6896,13.26
2013-10-25T22:42:18.590000Z,61.5092,-140.8872,9.31
2013-10-26T01:30:49.070000Z,61.4512,-140.7024,14.11
2013-10-26T01:57:59.510000Z,61.4532,-140.6906,13.13
2013-10-26T03:37:23.010000Z,61.5319,-137.9018,11.7
2013-10-26T04:03:04.150000Z,61.4457,-140.7367,16.4
2013-10-26T06:55:26.840000Z,61.5685,-141.0265,14.83
2013-10-26T08:31:33.470000Z,62.1419,-141.3862,15.2
2013-10-26T10:10:05.600000Z,60.2378,-140.7537,27.31
2013-10-26T10:15:35.070000Z,61.0441,-142.8273,36.93
2013-10-26T11:38:39.070000Z,61.4421,-140.6869,14.76
2013-10-26T11:38:38.880000Z,61.5121,-140.8671,8.81
2013-10-26T21:29:27.890000Z,61.5697,-141.0005,14.88
2013-10-26T21:29:27.020000Z,61.6245,-141.1799,2.19
2013-10-27T00:39:06.910000Z,60.4807,-137.7203,15.56
2013-10-27T09:16:29.720000Z,59.8395,-141.319,12.54
2013-10-27T14:38:37.800000Z,60.8905,-141.7241,0.03
2013-10-27T14:40:50.540000Z,60.9809,-141.041,46.8
2013-10-27T17:23:25.370000Z,62.0547,-140.8343,6.36
2013-10-27T20:11:21.710000Z,61.5162,-140.5443,13.24
2013-10-28T11:06:45.820000Z,59.6289,-138.8635,0.57
2013-10-28T13:40:40.490000Z,60.6325,-142.384,19.55
2013-10-29T22:12:50.700000Z,60.5044,-143.2903,12.37
2013-10-29T22:12:51.600000Z,60.5675,-143.2077,24.8
2013-10-30T00:22:31.080000Z,60.3288,-141.2269,15.72
2013-10-30T01:12:10.250000Z,60.3212,-141.2513,16.52
2013-10-30T01:12:09.510000Z,60.3374,-141.1576,16.9
2013-10-30T01:46:48.180000Z,60.5552,-138.558,14.44
2013-10-30T05:13:14.830000Z,60.2414,-141.7346,13.48
2013-10-30T07:18:00.590000Z,61.5925,-141.0146,14.71
2013-10-30T12:14:04.610000Z,59.8861,-141.4221,22.28
2013-10-30T12:37:59.710000Z,60.2384,-141.8514,10.68
2013-10-30T12:43:08.960000Z,60.2453,-142.0589,14.98
2013-10-31T02:53:35.110000Z,62.1814,-141.8418,15.56
2013-10-31T06:17:40.950000Z,61.5822,-141.051,15.99
2013-10-31T07:28:54.170000Z,61.9744,-143.8297,30.84
2013-10-31T07:49:14.210000Z,61.9987,-143.8136,19.18
2013-10-31T07:50:25.580000Z,62.0097,-143.7972,19.29
2013-10-31T07:57:50.060000Z,61.9808,-143.8378,24.86
2013-10-31T08:38:18.190000Z,61.5314,-143.1651,15.01
2013-10-31T08:55:22.650000Z,60.4338,-141.6102,17.15
2013-10-31T08:55:31.710000Z,60.5051,-142.7661,43.16
2013-10-31T14:03:38.380000Z,62.0556,-140.8025,11.19
2013-10-31T15:32:32.950000Z,60.2194,-141.6863,13.65
2013-10-31T19:58:59.910000Z,60.3536,-141.0408,16.48
2013-11-01T00:23:49.620000Z,60.565,-141.5725,9.29
2013-11-01T00:34:34.200000Z,60.4784,-141.4344,14.48
2013-11-01T00:34:35.180000Z,60.5442,-141.574,13.13
2013-11-01T00:37:02.200000Z,60.4713,-141.3501,0.58
2013-11-01T00:42:09.740000Z,60.4779,-141.4248,13.44
2013-11-01T00:59:32.870000Z,61.5535,-140.5798,12.82
2013-11-01T08:00:53.410000Z,61.5886,-141.0111,14.5
2013-11-01T08:00:52.330000Z,61.6237,-141.196,0.0
2013-11-01T11:23:47.020000Z,61.9817,-143.8447,23.99
2013-11-01T11:23:57.510000Z,61.4856,-143.0913,15.0
2013-11-01T11:42:30.580000Z,60.478,-141.4415,14.48
2013-11-01T11:42:30.810000Z,60.5426,-141.4718,12.13
2013-11-01T11:43:36.610000Z,60.4628,-141.4707,17.99
2013-11-01T12:49:42.000000Z,60.4759,-141.4366,14.5
2013-11-01T14:05:15.710000Z,60.3447,-143.1758,6.62
2013-11-01T14:27:57.730000Z,60.4787,-141.4298,14.43
2013-11-01T15:01:33.120000Z,60.6752,-137.7921,7.38
2013-11-01T18:44:51.960000Z,61.2767,-143.5504,13.08
2013-11-01T18:44:51.130000Z,61.2235,-143.5391,32.27
2013-11-01T19:00:26.060000Z,60.4993,-143.3186,10.84
2013-11-01T19:02:01.890000Z,60.5158,-143.2559,2.09
2013-11-01T19:36:37.140000Z,61.5713,-140.9997,17.47
2013-11-01T20:21:56.170000Z,60.5091,-143.2522,8.04
2013-11-01T20:21:57.150000Z,60.568,-143.1773,16.12
2013-11-01T22:33:25.460000Z,60.5716,-142.7013,22.44
2013-11-01T23:17:42.400000Z,61.5191,-140.9365,15.47
2013-11-02T02:25:41.830000Z,60.4787,-141.3971,9.34
2013-11-02T03:20:11.450000Z,60.4581,-141.4246,17.99
2013-11-02T03:30:32.080000Z,61.2779,-143.552,13.1
2013-11-02T03:30:32.250000Z,61.2271,-143.4867,15.48
2013-11-02T04:07:09.080000Z,60.4312,-143.2071,4.81
2013-11-02T04:21:27.830000Z,59.5809,-138.7919,1.42
2013-11-02T04:21:42.940000Z,60.0651,-140.4522,33.64
2013-11-02T04:22:33.550000Z,61.2765,-143.5557,13.53
2013-11-02T04:52:46.930000Z,60.6562,-143.234,14.22
2013-11-02T07:11:14.520000Z,60.4623,-141.4587,17.01
2013-11-02T13:21:18.630000Z,60.4609,-142.9725,12.87
2013-11-02T14:07:59.710000Z,60.5095,-143.0766,14.57
2013-11-02T16:44:59.240000Z,60.4722,-142.9706,13.14
2013-11-02T17:16:00.010000Z,60.9011,-138.4333,9.46
2013-11-02T17:17:53.390000Z,60.2413,-139.6157,14.81
2013-11-02T21:30:27.760000Z,60.4696,-143.6333,13.66
2013-11-02T21:34:49.110000Z,60.1487,-140.9454,7.46
2013-11-02T21:34:54.510000Z,60.3145,-141.5581,15.0
2013-11-02T21:41:48.190000Z,60.4618,-143.6022,14.04
2013-11-02T21:41:46.490000Z,60.49,-143.7726,15.0
2013-11-02T22:03:27.260000Z,60.4965,-142.982,10.13
2013-11-02T22:03:27.500000Z,60.5352,-142.9648,15.57
2013-11-02T22:48:14.460000Z,60.3167,-142.0629,13.0
2013-11-02T23:30:37.560000Z,60.93,-138.4912,11.05
2013-11-02T23:48:08.090000Z,61.0143,-138.6231,15.42
2013-11-03T01:16:14.770000Z,60.8558,-137.9328,5.25
2013-11-03T01:24:22.590000Z,61.287,-140.6806,27.34
2013-11-03T04:57:43.100000Z,60.4776,-141.4341,14.45
2013-11-03T04:57:43.330000Z,60.5383,-141.4862,4.28
2013-11-03T05:04:14.650000Z,60.4762,-141.3857,4.34
2013-11-03T05:04:42.350000Z,60.4722,-141.3938,8.25
2013-11-03T05:07:14.040000Z,60.4778,-141.4226,12.43
2013-11-03T05:07:57.240000Z,60.4705,-141.3778,6.56
2013-11-03T05:13:42.460000Z,60.465,-141.4806,18.49
2013-11-03T05:43:26.640000Z,60.4757,-141.4019,13.53
2013-11-03T05:43:27.350000Z,60.5426,-141.5288,9.11
2013-11-03T05:59:58.030000Z,60.476,-141.4034,14.39
2013-11-03T05:59:58.790000Z,60.5481,-141.5541,7.04
2013-11-03T06:04:00.740000Z,60.4753,-141.3964,13.71
2013-11-03T06:04:02.970000Z,60.5667,-141.668,0.0
2013-11-03T06:08:19.220000Z,60.4563,-141.4396,17.91
2013-11-03T06:10:04.290000Z,60.4611,-141.4293,15.56
2013-11-03T06:16:18.490000Z,60.4768,-141.3994,9.68
2013-11-03T06:16:19.230000Z,60.5537,-141.6042,7.95
2013-11-03T06:18:21.720000Z,60.4751,-141.3887,5.78
2013-11-03T06:20:15.140000Z,60.2938,-141.5172,23.76
2013-11-03T06:25:41.010000Z,60.4753,-141.3931,13.62
2013-11-03T06:25:41.300000Z,60.5336,-141.4789,11.07
2013-11-03T06:34:39.690000Z,60.4736,-141.3927,13.82
2013-11-03T06:37:03.100000Z,60.4731,-141.4066,14.49
2013-11-03T06:37:03.320000Z,60.5392,-141.4848,9.05
2013-11-03T06:42:26.950000Z,60.462,-141.4624,17.56
2013-11-03T07:50:05.220000Z,60.4769,-141.3958,13.92
2013-11-03T07:50:07.060000Z,60.5592,-141.6289,0.0
2013-11-03T09:56:49.230000Z,60.5729,-143.0374,14.06
2013-11-03T11:17:34.490000Z,60.5438,-143.2775,0.67
2013-11-03T12:07:29.740000Z,60.4764,-141.3962,13.59
2013-11-03T12:07:29.900000Z,60.5336,-141.4732,7.82
2013-11-03T12:37:55.670000Z,59.9849,-142.8565,42.28
2013-11-03T12:39:18.190000Z,60.4765,-141.3985,13.63
2013-11-03T12:39:18.780000Z,60.5406,-141.506,7.0
2013-11-03T12:47:19.670000Z,60.4562,-141.4081,16.98
2013-11-03T14:56:42.560000Z,59.8989,-142.8458,43.43
2013-11-03T19:41:13.100000Z,60.4593,-141.4306,17.59
2013-11-03T21:26:42.730000Z,60.5689,-143.0298,14.39
2013-11-03T21:36:56.710000Z,60.476,-141.4056,13.54
2013-11-04T01:12:51.260000Z,59.8694,-141.4863,23.2
2013-11-04T01:12:52.080000Z,59.9744,-141.3783,9.84
2013-11-04T01:30:50.470000Z,60.4784,-141.4149,6.71
2013-11-04T01:30:50.920000Z,60.559,-141.4805,19.45
2013-11-04T05:26:54.910000Z,60.4757,-141.3985,13.44
2013-11-04T05:26:53.600000Z,60.5762,-141.2715,15.61
2013-11-04T06:38:36.410000Z,60.6748,-137.7948,2.57
2013-11-04T16:31:29.690000Z,60.4768,-141.4128,5.23
2013-11-04T16:31:28.910000Z,60.5308,-141.4191,7.95
2013-11-04T16:58:03.060000Z,60.1798,-141.8029,6.38
2013-11-05T07:21:49.850000Z,62.0074,-140.6604,4.83
2013-11-05T17:17:45.660000Z,61.0203,-141.2997,11.15
2013-11-05T17:17:47.290000Z,61.0901,-141.5965,15.27
2013-11-05T18:25:38.140000Z,60.4765,-141.4037,12.61
2013-11-05T18:25:38.840000Z,60.5503,-141.5376,12.89
2013-11-05T21:04:59.840000Z,61.199,-143.3929,15.0
2013-11-05T21:58:30.730000Z,59.8413,-141.1685,15.13
2013-11-05T21:58:31.190000Z,59.9226,-141.1544,15.11
2013-11-05T23:06:33.960000Z,60.8281,-138.3039,4.55
2013-11-05T23:34:31.380000Z,60.2922,-140.4053,15.0
2013-11-05T23:34:27.040000Z,60.2158,-140.1162,0.01
2013-11-06T04:13:21.180000Z,60.2986,-141.1805,14.72
2013-11-06T04:13:20.070000Z,60.3157,-141.104,8.24
2013-11-06T06:04:29.480000Z,60.2449,-140.907,15.0
2013-11-06T06:21:09.000000Z,60.4528,-141.2629,0.44
2013-11-06T06:34:52.750000Z,61.2918,-143.7399,15.0
2013-11-06T07:39:30.250000Z,60.3208,-141.2071,13.17
2013-11-06T11:12:11.800000Z,59.8238,-141.1985,23.34
2013-11-06T11:12:14.140000Z,59.9883,-141.3525,15.58
2013-11-06T12:10:35.280000Z,60.5919,-142.4228,14.42
2013-11-06T12:10:35.510000Z,60.5773,-142.2651,15.01
2013-11-06T18:29:34.910000Z,61.5477,-140.4417,9.93
2013-11-06T18:29:35.340000Z,61.5914,-140.6838,9.14
2013-11-06T20:38:43.940000Z,60.2754,-142.891,15.5
2013-11-06T23:47:45.800000Z,60.6249,-143.0387,13.98
2013-11-07T04:24:29.190000Z,60.4192,-143.1957,7.04
2013-11-07T04:25:48.560000Z,60.4141,-143.1924,7.05
2013-11-07T05:13:55.200000Z,60.9603,-143.4411,17.59
2013-11-07T05:42:16.380000Z,60.1906,-140.8509,12.78
2013-11-07T05:42:18.170000Z,60.2717,-141.0219,15.0
2013-11-07T07:29:07.560000Z,61.4212,-140.0914,15.05
2013-11-07T07:31:47.470000Z,61.4208,-140.0113,11.67
2013-11-07T08:34:29.970000Z,60.0874,-141.5987,18.56
2013-11-07T09:54:26.910000Z,61.7528,-140.7005,6.4
2013-11-07T11:08:56.490000Z,60.9758,-138.443,10.92
2013-11-07T12:06:39.370000Z,61.5373,-140.5886,14.41
2013-11-07T12:09:23.950000Z,60.2746,-142.0986,11.48
2013-11-07T12:09:24.850000Z,60.3248,-141.9709,8.29
2013-11-07T13:18:16.970000Z,62.0676,-141.0765,12.0
2013-11-07T13:39:01.850000Z,60.3775,-143.3404,0.0
2013-11-07T13:43:14.630000Z,60.4655,-141.367,16.84
2013-11-07T15:19:29.840000Z,61.0765,-140.139,37.2
2013-11-07T15:35:48.570000Z,61.988,-141.1819,0.37
2013-11-07T16:07:25.750000Z,61.1862,-143.452,15.0
2013-11-07T16:14:57.370000Z,60.4205,-143.6568,14.78
2013-11-07T17:03:50.960000Z,60.3231,-141.1557,16.13
2013-11-07T17:15:18.430000Z,61.5743,-140.9616,15.09
2013-11-07T17:15:17.400000Z,61.6405,-141.1736,5.49
2013-11-07T17:23:55.000000Z,61.9987,-143.8283,19.25
2013-11-07T17:41:52.130000Z,61.9934,-143.8408,19.13
2013-11-07T22:05:39.960000Z,60.2823,-141.8075,11.2
2013-11-07T22:05:39.750000Z,60.2831,-141.6405,15.05
2013-11-08T02:23:16.780000Z,60.8699,-138.2443,6.36
2013-11-08T05:39:53.920000Z,61.4735,-140.1208,10.28
2013-11-08T07:16:58.880000Z,60.487,-142.9709,13.88
2013-11-08T09:06:33.070000Z,60.669,-137.781,8.53
2013-11-08T09:42:13.190000Z,61.1894,-140.0114,16.82
2013-11-08T09:42:26.300000Z,61.0181,-141.5304,15.0
2013-11-08T09:45:50.830000Z,59.5637,-141.4023,29.7
2013-11-08T09:49:22.990000Z,61.179,-140.0319,15.69
2013-11-08T09:49:50.370000Z,60.605,-142.9992,33.41
2013-11-08T10:03:31.520000Z,59.8477,-141.6051,16.11
2013-11-08T20:58:17.710000Z,60.3379,-141.7509,11.13
2013-11-08T21:00:24.350000Z,61.6177,-140.9668,14.12
2013-11-08T22:28:04.870000Z,61.5045,-141.7027,5.51
2013-11-08T22:28:06.090000Z,61.3701,-141.2677,0.01
2013-11-08T22:28:05.430000Z,61.4952,-141.6228,15.17
2013-11-09T01:36:33.390000Z,60.315,-141.1117,16.59
2013-11-09T11:31:14.450000Z,59.9742,-141.1861,0.17
2013-11-09T12:03:41.600000Z,60.2262,-141.7399,14.47
2013-11-09T13:29:55.690000Z,61.2977,-141.6898,27.68
2013-11-09T13:35:37.730000Z,60.2337,-141.6706,16.2
2013-11-09T15:12:17.020000Z,61.4125,-141.8592,9.3
2013-11-09T16:10:01.440000Z,60.0646,-141.1911,15.27
2013-11-09T17:00:18.290000Z,60.607,-142.8899,27.0
2013-11-09T18:11:49.210000Z,60.4213,-143.2325,15.47
2013-11-09T20:53:57.390000Z,61.6066,-140.9863,14.42
2013-11-10T04:24:37.610000Z,60.5741,-143.5868,12.95
2013-11-10T05:58:52.760000Z,60.4898,-141.7568,0.02
2013-11-10T05:58:54.210000Z,60.574,-142.0056,1.46
2013-11-10T12:00:14.970000Z,61.5895,-141.2537,51.02
2013-11-10T17:16:20.870000Z,60.1021,-140.9772,12.05
2013-11-10T17:16:21.180000Z,60.1203,-140.9958,15.0
2013-11-10T19:49:08.430000Z,60.1679,-140.6666,24.61
2013-11-11T00:20:15.460000Z,60.2301,-142.8303,8.87
2013-11-11T00:20:14.960000Z,60.2869,-143.0389,19.06
2013-11-11T05:33:25.040000Z,59.8305,-141.5282,32.68
2013-11-11T10:38:46.140000Z,59.8995,-141.6451,19.08
2013-11-11T18:19:54.820000Z,60.5467,-143.6117,56.64
2013-11-11T20:05:35.650000Z,60.2092,-142.7662,11.88
2013-11-12T00:29:00.360000Z,60.9088,-138.4757,10.45
2013-11-12T07:20:25.820000Z,60.6482,-142.6966,16.97
2013-11-12T12:11:47.780000Z,61.168,-138.743,17.88
2013-11-12T21:32:12.920000Z,61.9635,-139.5107,18.63
2013-11-12T22:03:56.450000Z,61.5527,-140.9574,14.89
2013-11-12T22:03:55.900000Z,61.542,-141.074,2.39
2013-11-12T23:26:11.650000Z,61.5737,-140.9697,14.43
2013-11-13T04:02:27.090000Z,60.6534,-142.5932,15.0
2013-11-13T04:54:57.830000Z,60.476,-141.1093,14.77
2013-11-13T08:35:23.120000Z,60.2401,-141.3872,29.2
2013-11-13T08:45:45.210000Z,60.1333,-141.5794,14.32
2013-11-13T08:48:12.750000Z,61.1292,-143.6773,56.48
2013-11-13T12:21:59.070000Z,60.8169,-138.1436,8.44
2013-11-13T12:56:04.680000Z,59.8929,-141.7293,21.08
2013-11-13T13:17:28.550000Z,60.9281,-138.4751,12.02
2013-11-13T21:05:46.190000Z,60.4983,-143.3244,11.86
2013-11-13T21:55:27.020000Z,60.4165,-141.113,0.12
2013-11-13T22:20:31.590000Z,61.9733,-143.9161,15.19
2013-11-14T00:54:53.650000Z,61.1574,-143.493,42.53
2013-11-14T01:12:14.150000Z,60.4027,-138.6854,12.98
2013-11-14T04:06:07.980000Z,60.5383,-143.3107,6.03
2013-11-14T04:44:59.550000Z,60.5333,-142.6123,25.35
2013-11-14T04:44:58.280000Z,60.5645,-142.7996,12.79
2013-11-14T07:06:56.390000Z,60.934,-138.4009,12.52
2013-11-14T07:28:24.580000Z,59.921,-142.8895,14.84
2013-11-14T07:54:58.930000Z,60.3592,-143.1331,0.02
2013-11-14T10:14:15.190000Z,60.3731,-143.8163,0.03
2013-11-14T10:14:14.270000Z,60.2853,-143.4263,0.33
2013-11-14T10:23:40.410000Z,60.8748,-138.1312,8.81
2013-11-14T10:34:52.240000Z,60.4805,-143.0251,13.75
2013-11-14T10:56:35.330000Z,60.4047,-143.6172,11.26
